Validator,epoch,earned,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,314,2659.067823,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,315,2667.73297,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,316,2656.405236,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,317,2657.902104,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,318,2658.039437,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,319,2658.767611,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,320,2658.67395,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,321,2660.632544,active
0x333b6f2a08d138e8c98d84258859b701a4215e2fabb2aee69300f9f4604cda92,322,2661.709801,active
