Validator,epoch,earned,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,0,NaN,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,1,0.0006442105263157894,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,2,0.000006315789473681443,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,3,0.000012631578933795079,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,4,0,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,5,0,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,6,0.000006370530870668259,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,7,0.000006370530870668231,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,8,0,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,9,0,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,10,0,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,11,0,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,12,0.00003822318526542112,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,13,0.00007644637053084024,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,14,0.000019111592632709068,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,15,0.009597268472367389,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,16,0.007867617967094875,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,17,0.004427518959858275,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,18,0.0006849265286400555,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,19,0.014377771298229616,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,20,6735.8298435322395,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,21,6726.506601843438,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,22,6837.815487782312,active
0xd1dbb08191b4ae8e227935669c1862ba75a41cd7df5970002eafb2f365c32ed8,23,6796.921729283933,active
